hgnc_symbol	SLA1216	SLA2015_281116	SLA3014	SLA3315	SLA416	SLA615	SLA715	c258	c757	c840	c844
LINC01056	0.51	0	0	0	0	0	0	0	0	0	0
LINC01057	0.29	0.27	0	0	0	0	0.37	0	0	0	0
LINC01058	0	0	0	0.47	0.45	0.41	0	0	0	0	0
LINC01060	0.12	0	0	0	0	0	0	0	0	0	0
LINC01063	0	0	0	0	0	0	0	0	0	0	0
LINC01065	0	0	0	0	0	0	0	0	0	0	0
LINC01066	0	0	0	0	0	0	0	0	0	0	0
LINC01067	0	0	0	0	0	0	0	0	0	0	0
LINC01068	0.28	0	0	0	0	0	0	0	0	0	0
LINC01069	0	0	0	0	0	0	0	0	0	0	0
LINC01070	0	0	0	0	0	0	0	0	0	0	0
LINC01072	0	0	0	0	0	0	0	0	0	0	0
LINC01073	0	0	0	0	0	0	0	0	0	0	0
LINC01074	1.31	0	0	0	0	0	0	0	0	0	0
LINC01075	0	0	0	0	0	0	0	0	0	0	0
LINC01076	0	0	0	0	0	0	0	0	0	0	0
LINC01077	0	0	0	0	0	0	0	0	0	0	0
LINC01078	0	0	0	0	0	0	0	0	0	0	0
LINC01079	0	0	0	0	0	0	0	0	0	0	0
LINC01080	0.27	0	0	0	0	0	0	0	0	0	0
LINC01082	0	0	0	0	0	0	0	0	0	0	0
LINC01085	0	0	0	0	0	0	0	0	0	0	0
LINC01087	0.17	0	0	0	0	0	0	0	0	0	0
LINC01088	0.77	2.43	0	1.16	1.08	0	0.31	0	0	0	0
LINC01089	3.8	6.03	2.36	10.92	1.43	2.41	6.45	0.23	0.14	0	0
LINC01090	0.56	0	0	0	0	0	0	0	0	0	0
LINC01091	0	0	0	0	0	0	0	0	0	0	0
LINC01093	0	0	0	0	0	0	0	0	0	0	0
LINC01094	0	0.05	0.38	0	0	0	0	0	0.04	0	0
LINC01095	0	0	0	0	0	0	0	0	0	0	0
LINC01096	0	0	0	0	0	0	0	0	0	0	0
LINC01097	0	0	0	0	0	0	0	0	0	0	0
LINC01098	0	0	0	0	0	0	0	0	0	0	0
LINC01099	0	0	0	0	0	0	0	0	0	0	0
LINC01100	0	0	0	0	0	0	0	0	0	0	0
LINC01101	0.48	0	0	0	0	0	0	0	0	0	0
LINC01102	0	0	0	0	0	0	0	0	0	0	0
LINC01103	0	0	0	0	0	0	0	0	0	0	0
LINC01104	0	0	0	0	0	0	0	0	0	0	0
LINC01105	0.93	0	0	0	0	0	0	0	0	0	0
LINC01106	0.07	0	0	0	0	0	0.05	0	0	0	0
LINC01107	0	0.14	0	0	0	0	0.12	0	0	0	0
LINC01108	1.05	0.06	0	0.21	0	0.04	0.04	0	0.01	0	0
LINC01109	0.1	0	0	0	0	0	0	0	0	0	0
LINC01111	0	0	0	0	0	0	0	0	0	0	0
LINC01114	0	0	0	0	0	0	0	0	0	0	0
LINC01115	0	0	0	0	0	0	0	0	0	0	0
LINC01116	0	0.12	0	0.95	0	0.17	0.16	0	0	0	0
LINC01117	0	0	0	0	0	0	0	0	0	0	0
LINC01118	0.19	0.12	0	0	0	0	0	0	0.01	0	0
LINC01119	0	0.25	0.18	0	0	0	0	0	0.03	0	0
LINC01120	0	0	0	0	0	0	0	0	0	0	0
LINC01121	0	0	0	0	0	0	0	0	0	0	0
LINC01122	0.07	0	0	0.25	0	0	0	0	0	0	0
LINC01123	0	0	0	0	0	0	0	0	0	0	0
LINC01124	0	0	0	0	0	0	0	0	0	0	0
LINC01125	1.18	0.96	4.37	2.92	0.31	0.67	0.93	0	0.09	0	0
LINC01126	0.37	0.44	0.5	0.76	0	0.15	0.57	0	0.03	0	0
LINC01127	0	0	0.89	0.21	0	0.12	0.31	0	0	0	0
LINC01128	1.28	1.42	1.04	2.45	0.41	1.43	1.84	0	0.03	0	0
LINC01132	0.15	0.05	0	0.03	0	0	0	0	0	0	0
LINC01133	0.71	0	0	0	0	0	0	0	0	0	0
LINC01134	0	0.03	0	0	0	0.04	0.07	0	0	0	0
LINC01135	0	0	0	0	0	0	0	0	0	0	0
LINC01136	0	0.22	1.13	0.77	0.18	0	0	0	0.07	0	0
LINC01137	0.11	0.4	0	0.61	0	0	0.34	0	0	0.17	0
LINC01138	0.29	10.43	5.55	7.86	1.88	5.13	1.99	0	0.47	0	0
LINC01139	0	0	0	0	0	0	0	0	0	0	0
LINC01140	0.36	0	0	0.06	0.46	0	0	0	0	0	0
LINC01141	0	0	0	0	0	0	0	0	0	0	0
LINC01142	0	0	0	0	0	0	0	0	0	0	0
LINC01143	0	0	0	0	0	0	0	0	0	0	0
LINC01144	0	0.11	0	0	0	0	0	0	0	0	0
LINC01146	0.67	0.44	0	0.37	0	0.33	0.42	0	0	0	0
LINC01149	0	0.17	0	0	0	0	0	0	0	0	0
LINC01150	0	0	2.74	0	0	0	0	0	0	0	0
LINC01151	1.58	1.33	0.93	0	0	0	0	0	0	0	0
LINC01152	0	0	0	0	0	0	0	0	0	0	0
LINC01153	0	0	0	0	0	0	0	0	0	0	0
LINC01154	0	0	0	0	0	0	0	0	0	0	0
LINC01158	0.58	0	0	0	0	0	0	0	0	0	0
LINC01159	0.05	0	0	0	0	0	0	0	0	0	0
LINC01160	0	0	0	0.48	0	0.21	0	0	0.06	0.34	0
LINC01162	0	0	0	0	0	0	0	0	0	0	0
LINC01163	0	0.03	0	0.17	0.05	0.04	0.04	0	0.05	0	0
LINC01164	0.22	0	0	0	0	0	0	0	0	0	0
LINC01165	0	0	0	0	0	0	0	0	0	0	0
LINC01166	0.17	0	0	0	0	0	0	0	0	0	0
LINC01167	0	0	0	0	0	0	0	0	0	0	0
LINC01168	0.06	0	0	0	0	0	0	0	0	0	0
LINC01169	0	0	0	0	0	0	0	0	0	0	0
LINC01170	0	0	0	0	0	0	0	0	0	0	0
LINC01173	0	0	0	0	0	0	0	0	0	0	0
LINC01176	0	0.14	1.36	1.4	0	2.69	0.39	0	0	0	0
LINC01177	0	0	0	0	0	0	0	0	0	0	0
LINC01179	0.21	0	0	0	0	0	0	0	0	0	0
LINC01180	0	0	0	0	0	0	0	0	0	0	0
LINC01181	0.65	0	0	0	0	0	0	0	0	0	0
LINC01182	0.13	0	0	0	0	0	0	0	0	0	0
LINC01184	0.76	4.1	1.78	3.09	0.76	1.75	1.14	0	0.09	0	1.36
LINC01185	0	0	0	0	0	0	0	0	0	0	0
LINC01186	0	0	0	0	0	0	0	0	0	0	0
LINC01187	0.06	0.04	0	0	0	0	0	0	0	0	0
LINC01189	0	0.11	0	0.3	0	0.12	0	0	0	0	0
LINC01191	0	0	0	0	0	0	0	0	0	0	0
LINC01192	0.46	0	0	0	0	0	0	0	0	0	0
LINC01193	0.04	0	0	0	0	0	0	0	0	0	0
LINC01194	0	0	0	0	0	0	0	0	0	0	0
LINC01195	0	0	0	0	0	0	0	0	0	0	0
LINC01197	0.17	0	0	0	0	0	0	0	0	0	0
LINC01198	0.28	0	0	0	0	0	0	0	0	0	0
LINC01201	0	0	0	0	0	0	0	0	0	0	0
LINC01202	0	0	0	0	0	0	0	0	0	0	0
LINC01203	0	0	0	0	0	0	0	0	0	0	0
LINC01204	0.2	0	0	0	0	0	0	0	0	0	0
LINC01205	0.23	0	0	0	0	0	0	0	0	0	0
LINC01206	0.42	0	0.04	0	0	0	0	0	0.09	0	0
LINC01207	0.33	0	0	0	0	0	0	0	0	0	0
LINC01208	0	0	0	0	0	0	0	0	0	0	0
LINC01209	0.44	0	0	0	0	0	0	0	0	0	0
LINC01210	1.35	0	0	0	0	0	0	0	0	0	0
LINC01213	0	0	0	0	0	0	0	0	0	0	0
LINC01214	0	0	0	0	0	0	0	0	0	0	0
LINC01215	0.52	1.81	0.3	1.54	0.12	0.63	0.35	0.1	0.11	0.25	0
LINC01216	0	0	0	0	0	0	0	0	0	0	0
LINC01217	0	0	0	0	0	0	0	0	0	0	0
LINC01218	0	0.94	0	0	0	0.36	0	0	0	0	0
LINC01219	0	0	0	0	0	0	0	0	0	0	0
LINC01220	0.48	0	0	0	0	0	0	0	0	0	0
LINC01221	0	0	0	0	0	0	0	0	0	0	0
LINC01222	0.43	0	0	0	0	0	0	0	0	0	0
LINC01224	0	0	0	0	0	0.25	0	0	0	0	0
LINC01225	0.13	0.08	0	0	0	0	0	0	0	0	0
LINC01227	2.91	0	0	0	0	0	0	0	0	0	0
LINC01228	0	0	0	0	0	0	0	0	0	0	0
LINC01229	0.31	0	0	0	0	0	0	0	0	0	0
LINC01230	0	0	0	0	0	0	0	0	0	0	0
LINC01231	0	0	0	0	0	0	0	0	0	0	0
LINC01232	0.79	0.64	0.14	2.03	0.27	0.82	0.55	0	0.02	1.02	0
LINC01233	0	0	0	0	0	0	0	0	0	0	0
LINC01234	0.49	0	0	0	0	0	0	0	0	0	0
LINC01235	0.19	0	0	0	0	0	0	0	0	0	0
LINC01237	0.63	2.27	0	3.54	1.07	1.47	3.1	0	0.17	0.5	0
LINC01239	0	0	0	0	0	0	0	0	0	0	0
LINC01241	0	0	0	0	0	0	0	0	0	0	0
LINC01242	0.15	0	0	0	0	0	0	0	0	0	0
LINC01243	0.47	0	0	0	0	0	0	0	0	0	0
LINC01247	0.07	0	0	0	0	0	0	0	0	0	0
LINC01248	0	0	0	0	0	0	0	0	0	0	0
LINC01249	0	0	0	0	0	0	0	0	0	0	0
LINC01250	0	0.04	0	0	0.06	0	0	0	0	0	0
LINC01251	0	0	0	0.41	0	0.5	0	0	0	0	0
LINC01252	0	0.09	0	0.21	0.04	0.06	0.37	0	0	0.06	0
LINC01254	0.36	0	0	0	0	0	0	0	0	0	0
LINC01255	0	0	0	0	0	0	0	0	0	0	0
LINC01256	0	0	0	0	0	0	0	0	0	0	0
LINC01257	0.24	0	0	0	0	0	0	0	0	0	0
LINC01258	0	0	0	0	0	0	0	0	0	0	0
LINC01259	0.22	0.27	0	0.43	0	0	0.18	0	0	0	0
LINC01260	0	0	0	0.1	0	0	0	0	0	0	0
LINC01262	0	0	0	0	0	0	0	0	0.03	0.29	0
LINC01264	0	0	0	0	0	0	0	0	0	0	0
LINC01266	0.7	0	0	0	0	0.06	0	0	0	0	0
LINC01267	0	0	0	0	0	0	0	0	0	0	0
LINC01268	0	0	0.14	0.24	0	0	0	0	0	0	0
LINC01269	0	0	0	0	0	0	0	0	0	0	0
LINC01270	0	0	0	0.12	0	0	0	0	0	0	0
LINC01271	0	0	0	0	0	0	0.05	0	0	0	0
LINC01272	0.34	1.22	6.7	5.87	1.63	0.65	3.76	0	0.11	0.55	0
LINC01273	0	0	0	0	0	0	0	0	0	0	0
LINC01276	0	0	0	0	0	0	0	0	0	0	0
LINC01277	0	0	0	0	0	0	0	0	0	0	0
LINC01278	0	1.27	1.12	4.81	0.03	1.83	1.94	0	0.05	0.08	0
LINC01280	0	0	0	0	0	0	0	0	0	0	0
LINC01281	0	0.15	0	0.25	0	0.14	0	0	0	0	0
LINC01282	0	0	0	0	0	0	0	0	0	0	0
LINC01284	0	0	0	0	0	0	0	0	0	0	0
LINC01285	0	0.04	0	0	0	0	0	0	0	0	0
LINC01287	0	0	0	0	0	0	0	0	0.01	0	0
LINC01288	0	0	0	0	0	0	0	0	0	0	0
LINC01289	0.16	0	0	0	0	0	0	0	0	0	0
LINC01290	0	0	0	0	0	0	0	0	0	0	0
LINC01291	0.2	0.93	1.46	1.6	0	1.35	1.86	0	0.08	0.18	0
LINC01293	0	0.15	0	0.23	0.38	0	0.29	0	0.07	0.19	0
LINC01296	0.31	0	0	0.14	0	0.12	0	0	0	0	0
LINC01297	0.03	0	0	0	0	0	0.03	0	0	0	0
LINC01298	0	0	0	0	0	0	0	0	0	0	0
LINC01299	0.06	0	0	0	0	0	0	0	0	0	0
LINC01300	0	0	0	0	0	0	0	0	0	0	0
LINC01301	0.46	0.04	0	0	0	0	0	0	0	0	0
LINC01304	0.3	0	0	0	0	0	0	0	0	0	0
LINC01305	0	0	0	0	0	0	0	0	0	0	0
LINC01307	0	0	0	0	0	0	0	0	0	0	0
LINC01309	0	0	0	0	0	0	0	0	0	0	0
LINC01310	0	0	0	0	0	0	0	0	0	0	0
LINC01311	0	0.38	0	0.2	0	0	0	0	0	0	0
LINC01312	0	0	0	0	0	0	0	0	0	0	0
LINC01314	0	0	0	0.07	0	0	0.03	0	0	0	0
LINC01315	0	0	0	0	0	0.11	0	0	0	0	0
LINC01317	0	0	0	0	0	0	0	0	0	0	0
LINC01318	0	0	0	0	0	0	0	0	0	0	0
LINC01320	0.71	0	0	0	0	0	0	0	0	0	0
LINC01322	0	0	0	0	0	0	0	0	0	0	0
LINC01323	0	0	0	0	0	0	0	0	0	0	0
LINC01324	0	0	0	0	0	0	0	0	0	0	0
LINC01326	0.89	0	0	0	0	0	0	0	0	0	0
LINC01327	0	0	0	0	0	0	0	0	0	0	0
LINC01330	0.6	0	0	0	0	0	0	0	0	0	0
LINC01331	0	0	0	0	0	0	0	0	0	0	0
LINC01332	0	0	0	0	0	0	0	0	0	0	0
LINC01333	0	0	0	0	0	0	0	0	0	0	0
LINC01335	0	0	0	0	0	0	0	0	0	0	0
LINC01336	0	0.62	0	0.71	0	0.31	0.35	0.72	0	0	0
LINC01337	0	0	0	0	0	0	0.41	0	0	0	0
LINC01338	0	0	0	0	0	0	0	0	0	0	0
LINC01339	0	0	0	0	0	0	0	0	0	0	0
LINC01340	0	0	0	0	0	0	0	0	0	0	0
LINC01341	0	0.33	0.15	0	0.06	0.09	0.04	0	0	0	0
LINC01342	0	0.11	0	0	0	0	0	0	0	0	0
LINC01343	0	0	0	0	0	0	0	0	0	0	0
LINC01344	0.23	0	0	0	0	0	0	0	0	0	0
LINC01346	0	0	0	0	0	0	0	0	0	0	0
LINC01347	0.8	0.25	0.45	0.95	0.32999999999999996	0.51	0.84	0	0.01	0	0
LINC01348	0	0	0	0	0	0	0	0	0	0	0
LINC01349	0	0	0	0	0	0	0	0	0	0	0
LINC01350	0	0	0	0	0	0	0	0	0	0	0
LINC01351	0	0	0	0	0	0	0	0	0	0	0
LINC01352	0	0	0	0	0	0	0.27	0	0	0	0
LINC01353	0	0	0	0	0	0.63	0	0	0.06	0	0
LINC01354	0	0	0	0	0	0	0	0	0	0	0
LINC01355	0.05	0.71	0.28	0.63	0	0.33	0.5	0	0	0	0
LINC01356	0	0	0	0	0	0	0	0	0	0	0
LINC01358	0.71	0	0	0	0	0.31	0	0	0	0	0
LINC01359	0.24	0.58	0.59	0.75	0	0.46	0.64	0	0	0	0
LINC01360	0	0	0	0	0	0	0	0	0	0	0
LINC01361	0	0	0	0	0	0	0	0	0	0	0
LINC01362	0	0.05	0	0	0	0	0	0	0	0	0
LINC01363	0	0	0	0	0	0	0	0	0	0	0
LINC01364	0	0.11	0	0	0.19	0	0.3	0	0	0	0
LINC01365	0	0	0	0	0	0	0	0	0	0	0
LINC01366	0.23	0	0	0	0	0	0	0	0	0	0
LINC01370	0	0	0	0	0	0	0	0	0	0	0
LINC01372	0	0.69	0	0	0	0	0	0	0	0	0
LINC01374	0	0	0	0	0	0	1.35	0	0	0	0
LINC01375	0.16	0.05	0	0	0	0	0	0	0	0	0
LINC01376	0.85	0	0.21	0.14	0	0	0.12	0	0	0	0
LINC01377	0	0	0	0	0	0	0	0	0	0	0
LINC01378	0	0	0	0	0	0	0	0	0	0	0
LINC01381	0	0	0	0	0	0	0	0	0	0	0
LINC01384	0	0	0	0	0	0	0	0	0	0	0
LINC01385	0	0	0	0	0	0	0	0	0	0	0
LINC01386	0	0	0	0	0	0	0	0	0	0	0
LINC01387	0	0	0	0	0	0	0	0	0	0	0
LINC01388	0	0	0	0	0	0	0	0	0	0	0
LINC01389	0	0	0	0.42	0	0	0	0	0.05	0	0
LINC01391	0	0	0	0	0	0	0	0	0	0	0
LINC01392	0	0	0	0	0	0	0	0	0	0	0
LINC01393	0	0	0	0	0	0	0	0	0	0	0
LINC01394	0	0	0	0	0	0	0	0	0	0	0
LINC01395	0	0.29	0	0	0	0	0	0	0	0	0
LINC01396	0	0	0	0	0	0	0	0	0	0	0
LINC01397	0	0	0	0	0	0	0	0	0	0	0
LINC01398	0	0	0	0	0	0	0	0	0	0	0
LINC01399	0	0	0	0	0	0	0	0	0	0	0
LINC01400	0	0	0	0	0	0	0	0	0	0	0
LINC01402	0	0	0	0	0	0	0	0	0	0	0
LINC01405	1.06	0	0	0	0	0	0	0	0	0	0
LINC01410	2.7	1.66	0.82	2.72	0.1	0.97	1.55	0.49	0.15	0.43	0.16
LINC01411	0.23	0	0	0	0	0	0	0	0	0	0
LINC01412	0	0	0	0	0	0	0	0	0	0	0
LINC01413	0	0	0	0	0	0	0	0	0	0	0
LINC01415	0	0.04	0	0	0	0	0	0	0	0	0
LINC01416	0.06	0	0	0.06	0	0	0	0	0	0	0
LINC01419	0.2	0.08	0	0	0.2	0	0	0	0	0	0
LINC01420	0	1.02	1.01	4.37	0.19	0.4	1.32	0	0.08	0.15	0
LINC01422	0.19	0.58	0.37	1.47	0.05	0.58	0.59	0	0.06	0.14	0
LINC01423	0	0	0	0	0	0	0	0	0	0	0
LINC01424	0	0	0	0	0	0.13	0	0	0	0	0
LINC01425	1.57	0	0	0	0	0	0	0	0	0	0
LINC01426	0	0.13	0	0.05	0	0	0.13	0	0	0	0
LINC01427	0.5	0.04	0	0	0	0	0	0	0	0	0
LINC01428	0	0	0	0	0	0	0	0	0	0	0
LINC01429	0	0	0	0	0	0	0	0	0	0	0
LINC01431	0	0	0	0	0	0	0	0	0	0	0
LINC01432	0	0	0	0	0	0	0	0	0	0	0
LINC01433	0	0	0	0	0	0	0	0	0	0	0
LINC01435	1.95	0.13	0	0	0	0	0	0	0	0	0
LINC01436	0	0	0	0	0	0	0	0	0	0	0
LINC01438	0	0	0	0	0	0	0	0	0	0	0
LINC01440	0	0	0	0	0	0	0	0	0	0	0
LINC01441	0	0	0	0	0	0	0	0	0	0	0
LINC01442	0	0	0	0	0	0	0	0	0	0	0
LINC01443	0	0	0	0	0	0	0	0	0	0	0
LINC01444	0.27	0	0	0	0	0	0	0	0	0	0
LINC01445	0	0	0	0	0	0	0	0	0	0	0
LINC01446	0.08	0	0	0	0	0	0	0	0	0	0
LINC01447	0.11	0	0	0	0	0	0	0	0	0	0
LINC01448	0	0	0	0	0	0	0	0	0	0	0
LINC01449	0	0	0	0	0	0	0	0	0	0	0
LINC01450	0.09	0	0	0	0	0	0	0	0	0	0
LINC01451	0.21	0	0	0.04	0	0.18	0.03	0	0	0	0
LINC01455	0	0	0	0	0	0	0	0	0	0	0
LINC01456	0	0	0	0	0	0	0	0	0	0	0
LINC01460	0.31	0	0	0	0	0	0	0	0	0	0
LINC01465	0	0.51	0	0.41	0.08	0.06	0.18	0	0.14	0	0
LINC01467	0.13	0	0	0	0	0	0	0	0	0	0
LINC01468	0	0	0	0	0	0	0	0	0	0	0
LINC01470	0	0	0	0	0	0	0	0	0	0	0
LINC01471	0.34	0	0	0	0	0	0	0	0	0	0
LINC01473	0.74	0.97	0	0.83	0	0.66	0.61	0	0.04	0	0
LINC01474	0	0	0	0	0	0	0	0	0	0	0
LINC01475	0	0	0	0	0	0	0	0	0	0	0
LINC01476	0	0	0	0	0	0	0	0	0	0	0
LINC01477	0	0	0	0	0	0	0	0	0	0	0
LINC01478	0	0	0	0	0	0	0	0	0	0	0
LINC01479	0	0	0	0	0	0	0	0	0	0	0
LINC01480	0	0.16	0	0.24	0	1.89	0.07	0	0	0	0
LINC01481	0.74	1.15	1.85	2.97	1.27	2.4	1.34	0	0.3	0	0
LINC01482	0	0	0	0	0	0	0	0	0	0	0
LINC01483	0.24	0.06	0	0	0	0.04	0	0	0	0	0
LINC01484	0	0	0	0	0	0	0	0	0	0	0
LINC01485	0.58	0	0	0	0	0	0	0	0	0	0
LINC01486	0	0	0	0	0	0	0	0	0	0	0
LINC01487	0	0	0	0	0	0	0	0	0	0	0
LINC01489	0	0	0	0	0	0	0	0	0	0	0
LINC01490	0.25	0	0	0	0	0	0	0	0	0	0
LINC01491	0	0	0	0	0	0	0	0	0	0	0
LINC01492	0	0	0	0	0	0	0	0	0	0	0
LINC01493	0	0	0	0	0	0	0	0	0	0	0
LINC01494	0	0	0	0	0	0	0	0	0	0	0
LINC01495	0	0	0	0	0	0	0	0	0	0	0
LINC01496	0	0	0	0	0	0	0	0	0	0	0
LINC01497	0	0	0	0	0	0	0	0	0	0	0
LINC01498	0	0	0	0	0	0	0	0	0	0	0
LINC01499	0	0	0	0	0	0	0	0	0	0	0
LINC01500	0	0	0	0	0	0	0	0	0	0	0
LINC01501	0	0	0	0	0	0	0	0	0	0	0
LINC01502	0.12	0	0	0	0.06	0	0	0	0	0	0
LINC01503	1.07	0	0	0	0	0	0.35	0	0.09	0	0
LINC01504	0	0.17	0.19	1.51	0	0.23	0.05	0	0.01	0	0
LINC01505	1.45	0	0	0.4	0	0.18	0.07	0	0	0	0
LINC01506	0	0	0	0.82	0	0	0	0	0.17	0	0
LINC01507	0	0	0	0	0	0	0.4	0	0	0	0
LINC01508	0.16	0	0	0	0	0	0	0	0	0	0
LINC01509	0	0	0	0	0	0	0	0	0	0	0
LINC01510	0	0	0	0	0	0	0	0	0	0	0
LINC01511	0	0	0	0	0	0	0	0	0	0	0
LINC01513	0	0	0	0	0	0	0	0	0	0	0
LINC01514	0	0	0	0	0	0	0	0	0	0	0
LINC01515	4.51	0	0	0	0	0	0	0	0	0	0
LINC01516	0.05	0	0	0	0	0	0	0	0	0	0
LINC01517	0	0	0	0	0	0	0	0	0	0	0
LINC01518	0	0	0	0	0	0	0	0	0	0	0
LINC01519	0	0	0	0	0	0	0	0	0	0	0
LINC01520	0	0	0	0	0	0	0	0	0	0	0
LINC01521	0	0.28	0	0.37	0.08	0	0.12	0	0	0	0
LINC01522	0	0	0	0	0	0	0	0	0	0	0
LINC01523	0	0	0	0	0	0	0	0	0	0	0
LINC01524	0	0	0	0	0	0	0	0	0	0	0
LINC01525	0	0	0	0	0	0	0	0	0	0	0
LINC01526	0	0	0	0	0	0	0	0	0	0	0
LINC01527	0.15	0	0	0	0	0	0	0	0	0	0
LINC01529	0.23	0	0	0.07	0	0	0.23	0	0	0	0
LINC01531	0.47	0	0	0	0	0	0	0	0	0	0
LINC01532	0.31	0	0	0	0	0	0	0	0	0	0
LINC01533	0	0	0	0	0	0	0	0	0	0	0
LINC01534	0.82	0.61	0	1.97	0	0.34	0.82	0	0	0	0
LINC01535	0	0	0.48	0	0	0	0.16	0	0	0	0
LINC01537	0.43	0	0	0	0	0	0	0	0	0	0
LINC01538	0.19	0	0	0	0	0	0	0	0	0	0
LINC01539	0	0	0	0	0	0	0	0	0	0	0
LINC01541	0	0	0	0	0	0	0	0	0	0	0
LINC01543	0	0	0	0	0	0	0	0	0	0	0
LINC01544	0.08	0	0	0	0	0	0	0	0	0	0
LINC01545	0	0	0	0	0	0	0	0	0	0	0
LINC01546	0	0	0	0	0	0	0	0	0	0	0
LINC01547	0	1.23	0.85	1.41	0.39	0.33	1.47	0	0.04	0	0
LINC01548	0	0	0	0	0	0	0	0	0	0	0
LINC01549	0	0	0	0	0	0	0	0	0	0	0
LINC01550	0.57	5.57	1.01	6.56	0.73	3.4	2.92	0	0.14	0.5	0
LINC01551	0	0	0	0	0.1	0	0	0	0	0	0
LINC01553	0.3	0	0	0	0	0	0	0	0	0	0
LINC01554	0	0	0	0.3	0	0	0	0	0	0	0
LINC01555	0	0	0	0	0	0	0	0	0	0	0
LINC01556	0	0	0	0	0	0	0	0	0	0	0
LINC01558	0	0	0	0	0	0	0	0	0	0	0
LINC01559	0	0	0	0	0	0	0	0	0	0	0
LINC01560	0	0.08	0	0.12	0.26	0.31	0.1	0	0	0	0
LINC01561	0	0	0	0	0	0	0	0	0	0	0
LINC01562	0.13	0	0	0	0	0.05	0	0	0	0	0
LINC01563	0	0	0	0	0	0	0	0	0	0	0
LINC01564	0	0	0	0	0	0	0	0	0	0	0
LINC01565	0	0	0	0	0	0	0	0	0	0	0
LINC01566	0	0	0	0	0	0	0	0	0	0	0
LINC01567	0	0	0	0	0	0	0	0	0	0	0
LINC01568	0	0	0	0	0	0	0	0	0	0	0
LINC01569	0	0.26	0	0.52	0.07	0.28	0.18	0	0	0	0
LINC01570	0.91	0	0	0	0	0	0	0	0	0	0
LINC01571	0.41	0	0	0	0	0	0	0	0	0	0
LINC01572	0.07	0.34	0	0.15	0.18	0.15	0.14	0	0	0	0
LINC01574	0	0	0	0	0	0	0	0	0	0	0
LINC01578	6.51	31.15	18.37	51.25	8.12	11.66	7.39	0.15	2.29	4.42	0.83
LINC01579	0	0	0	0	0	0	0	0	0	0	0
LINC01580	0	0	0	0	0	0	0	0	0	0	0
LINC01581	0.09	0	0	0	0	0	0	0	0	0	0
LINC01582	0	0	0	0	0	0	0	0	0	0	0
LINC01583	0.12	0	0	0	0	0	0	0	0	0	0
LINC01584	0	0	0	0	0	0	0	0	0	0	0
LINC01585	0	0	0	0	0.12	0.1	0	0	0	0	0
LINC01586	0.49	0	0	0	0	0	0	0	0	0	0
LINC01587	0	0	0	0	0.72	0	0	0	0	0	0
LINC01588	0.46	8.4	3.78	5.25	0.23	3.79	2.97	0	0.31	0.23	0.1
LINC01589	0	0	0	0	0	0	0	0	0	0	0
LINC01591	0	0	0	0	0	0	0	0	0	0	0
LINC01592	0	0	0	0	0	0	0	0	0	0	0
LINC01593	0	0	0	0	0	0	0	0	0	0	0
LINC01594	0	0	0	0	0	0	0	0	0	0	0
LINC01595	0	0	0	0	0	0	0	0	0	0	0
LINC01596	0	0	0	0	0	0	0	0	0	0	0
LINC01597	0.16	0	0.08	0	0	0	0	0	0	0	0
LINC01598	0	0	0	0	0	0	0	0	0	0	0
LINC01600	0.37	0	0	0	0	0	0	0	0	0	0
LINC01602	0	0	0	0	0	0	0	0	0	0	0
LINC01603	0	0	0	0	0	0	0	0	0	0	0
LINC01605	0	0	0	0	0	0	0	0	0	0	0
LINC01606	0	0	0	0	0	0	0	0	0	0	0
LINC01607	0.79	0	0	0	0	0	0	0	0	0	0
LINC01608	0	0	0	0	0	0	0	0	0	0	0
LINC01609	0	0	0	0	0	0	0	0	0	0	0
LINC01611	0	0	0	0	0	0	0	0	0	0	0
LINC01612	0	0	0	0	0	0	0	0	0	0	0
LINC01613	0.48	0	0	0	0	0	0	0	0	0	0
LINC01614	0	0	0	0	0	0	0	0	0	0	0
LINC01615	0	0	0	0	0	0	0	0	0	0	0
LINC01616	0	0	0	0	0	0	0	0	0	0	0
LINC01618	0	0	0	0	0	0	0	0	0	0	0
LINC01619	4.25	3.26	0.18	5.24	0	0.33	0.75	0	0.41	0.18	0
LINC01620	0	0	0	0	0	0	0	0	0	0	0
LINC01621	0	0	0	0	0	0	0	0	0	0	0
LINC01623	0.61	0	0	0	0	0	0	0	0	0	0
LINC01624	0.05	0.24	0.24	0.12	0	0.11	0.07	0	0	0	0
LINC01625	0	0.16	0	0	0	0.22	0	0	0	0	0
LINC01626	0	0	0	0	0	0	0	0	0	0	0
LINC01627	0	0	0	0	0	0	0	0	0	0	0
LINC01628	0	0	0	0	0	0	0	0	0	0	0
LINC01629	0	0	0	0	0	0	0	0	0	0	0
LINC01630	0.25	0	0	0	0	0	0	0	0	0	0
LINCMD1	0	0	0	0	0	0	0	0	0	0	0
LINCR-0001	0	0.58	0	0.74	0	0.3	0	0	0	0	0
LINGO1	0	0	0	0	0	0	0	0	0	0	0
LINGO1-AS1	0	0	0	0	0	0	0	0	0	0	0
LINGO1-AS2	0	0	0	0	0	0	0	0	0	0	0
LINGO2	0	0	0	0.04	0.2	0.38	0	0	0	0	0
LINGO3	0.67	0.6	1.76	0.12	0.47	0	0.71	0	0.02	0	0
LINGO4	0.04	0	0	0	0	0.03	0	0	0	0	0
LINP1	0	0	0	0	0	0	0	0	0	0	0
